the: 这/那
realism: 写实主义
indoor: 户内的
secretly: 秘密地
continuation: 继续
manpower: 人力
airway: 空中航线
florida: 佛罗里达州
naive: 天真的
slab: 平板
arctic: 北极的
certification: 证明
decorative: 装饰性的
zoo: 动物园
caregiver: 照料者
compartment: 分隔间
boiler: 煮器
kindergarten: 幼稚园
boulder: 大圆石
fracture: 破碎
stolen: steal的过去分词
prose: 散文
quilt: 棉被
amsterdam: 阿姆斯特丹
omission: 省略
socioeconomic: 社会经济学的
craftsman: 工匠
pyramid: 角锥
utter: 全然的
bachelor: 单身汉
tomb: 坟墓
victor: 胜利者
moving: 动人的
signing: 签署
detection: 发现
detention: 阻止
unrest: 不安的状态
sustained: 持续的
prevailing: 盛行很广的
proudly: 傲慢地
consolidate: 巩固
descendant: 后裔
scarf: 围巾
shrub: 矮树
seasonal: 季节的
freeway: 高速公路
upward: 向上的
newsletter: 时事通讯
raymond: 雷蒙德
livestock: 家畜
ham: 火腿
yank: 猛拉
denote: 指示
pumpkin: 南瓜
imitate: 模仿
twelfth: 第十二
sampling: 抽样
fellowship: 伙伴关系
recognised: 承认
velvet: 天鹅绒
manifestation: 显示
compost: 混合物
improving: 有启发的
revised: 改进的
domination: 支配
stereo: 铅版
lethal: 致命的
olive: 橄榄
slump: 暴跌
roller: 滚筒
voucher: 证人
filmmaker: 电影制作人
provisional: 暂时的
credential: 国书
departmental: 部门的
swirl: 漩涡
distortion: 扭曲
affinity: 吸引
holmes: 福尔摩斯
distraction: 娱乐
extensively: 广大
reliance: 信任
roam: 漫游
whitehall: 白厅
heroic: 英勇的
di: 数据输入
foam: 泡沫
leslie: 莱斯利
affiliation: 联系
leo: 狮子
asteroid: 小行星
structured: 有结构的
blonde: 亚麻色的
abandoned: 被抛弃的
bald: 秃头的
patronage: 赞助
bookstore: 书店
solvent: 溶剂
anticipation: 预期
powell: 鲍威尔
frustrating: 令人沮丧的
unveil: 揭开
hastily: 匆忙地
fixture: 固定
honesty: 诚实
crisp: 脆的
unlawful: 非法的
sutton: 萨顿
indies: 印度地方
meditation: 沉思
attacker: 攻击者
protester: 抗议者
fearful: 可怕的
mole: 痣
overturn: 倾覆
vi: vi文本编辑器
subordinate: 属下
peripheral: 周边的
consultancy: 商量
adrian: 艾德里安
transcript: 抄本
standpoint: 立场
empower: 授予权力
motorist: 开汽车者
groan: 呻吟
tug: 用力拉
neville: 内维尔
lobster: 龙虾
novelist: 小说家
dependency: 属国
turning: 旋转
madrid: 马德里
mains: 电源
saddle: 鞍
dwarf: 矮子
artwork: 插图
specialised: 专门的
lasting: 永久的
preceding: 在前的
freeman: 自由民
enhanced: 增大的
partisan: 党羽
abundant: 丰富的
danny: 丹尼（男子名
prone: 俯伏的
restrictive: 限制的
limestone: 石灰石
fluctuation: 变动
hose: 水管
aggressively: 侵略
giles: 贾尔斯
archaeological: 考古学的
miles: 英里（1英里约合1609米
confusing: 令人困惑的
published: 已发布的
profitability: 收益性
mobilize: 动员
palmer: 朝圣者
portsmouth: 朴茨茅斯（英国港市
syllable: 音节
consortium: 协会
lazy: 懒惰的
crouch: 蹲伏
inquest: 审讯
questionable: 可疑的
intercourse: 交往
rep: 棱纹平布
poise: 平衡
proportional: 比例的
robertson: 罗伯森
armstrong: 公理
marital: 丈夫的
thailand: 泰国
hungarian: 匈牙利的
alexandra: 亚历山德拉（女子名
jackie: 杰基
homemade: 自制的
telly: 电视
excavation: 挖掘
drape: 布帘
overview: 概述
evangelical: 福音派教会的
odour: 气味
differentiation: 区别
spokeswoman: 女发言人
palestine: 巴勒斯坦
wedge: 楔子
diploma: 文凭
coroner: 验尸官
matt: 表面暗淡的
sandy: 沙的
entitlement: 权利
macmillan: 麦克米伦
archaeologist: 考古学家
morton: 莫顿
hilary: 希拉里
pharmaceutical: 药学的
wordsworth: 华滋华斯
lotus: 莲
contractual: 契约的
prototype: 原型
climber: 登山者
magnet: 磁铁
emit: 发出
noun: 名词
embryo: 胚胎
thomson: 汤姆森（①姓氏 ②Sir George Paget
quantitative: 数量的
indonesia: 印尼
eva: 伊娃
blackburn: 布莱克本
efficacy: 功效
anthropologist: 人类学家
jay: 鸟
itv: 独立电视
jamie: 杰米
skipper: 船长
ample: 大量的
syria: 叙利亚
mutation: 变化
agnes: 艾格尼丝
stripe: 斑纹
hussein: 侯赛因
gig: 旋转物
coleman: 科尔曼
potent: 有力的
foremost: 最初的
polly: 波莉（女子名
ukraine: 乌克兰（原苏联一加盟共和国
doyle: 柯南道尔
est: 东部时间
tee: T字形
nathan: 南森
reported: 报告的
donna: 女士（置于女士名字前的尊称
heseltine: 人名
den: 兽穴
ion: 离子
nina: 尼娜
sorrow: 悲伤
oyster: 牡蛎
saddam: 萨达姆
warranty: 正当理由
americas: 美洲
conditioning: 调节
leith: 利思
patten: 木套鞋
scholarly: 学者派头的
li: 锂
lydia: 吕底亚
goalkeeper: 守门员
dos: 磁盘操作系统
whisk: 掸
miranda: 米兰达
pastry: 油酥点心
serbian: 塞尔维亚人的
gdp: 鸟苷二磷酸
oz: 盎司
privatization: 私有化
visually: 看
amp: 安培
robbie: 罗比
volcano: 火山
stockton: 斯托克顿市
syntactic: 句法的
greeting: 祝贺
lj: 救生短上衣
multimedia: 多媒体
satisfying: 满意的
ord: 研究与开发处
platelet: 血小板
risc: 精简指令集计算机
athelstan: 阿瑟尔斯坦
deteriorate: 恶化
chuckle: 咯咯的笑声
understandable: 可以理解的
incapable: 无能力的
swamp: 沼泽
awesome: 引起敬畏的
lesbian: 女同性恋的
happening: 事件
standardized: 标准化的
steering: 掌舵
matching: 相同的
vigorously: 朝气蓬勃
fictional: 虚构的
oblige: 强制
bait: 饵
noticeable: 显而易见的
enlarge: 扩大
distinctly: 显然地
sore: 悲伤的
amusing: 有趣的
subscale: 内部[扩散]氧化物
reef: 暗礁
token: 表征
oath: 誓约
preferably: 更可取地
embargo: 封港令
cynical: 愤世嫉俗的
badge: 徽章
slate: 板岩
committed: 献身于某种事业的
implant: 深植
nephew: 侄子
vintage: 酒
blur: 使模糊
foresee: 预见
enrollment: 登记
dietary: 饮食的
vacant: 空的
fertilizer: 肥料
insistence: 坚持
gratitude: 感激之情
altitude: 高度
deeper: 更深
squint: 斜视眼
finished: 完成的
flashlight: 手电筒
tidy: 椅子的背罩
premature: 早产的
hardship: 艰难
protected: 受保护的
dispense: 分发
adhere: 依附
racist: 种族主义者
download: 卸载
outing: 郊游
invaluable: 无价的
oddly: 奇怪地
shepherd: 牧羊人
raised: 凸起的
collaborate: 合作
manoeuvre: 调遣
hopeless: 无希望的
waitress: 女侍者
tricky: 狡猾的
aeroplane: 飞机
elk: 麋鹿
brazilian: 巴西人
remnant: 剩余
cement: 水泥
morally: 道德上
recite: 背诵
communal: 公有的
unwanted: 没人要的
unsatisfactory: 不令人满意的
occupant: 占有者
enormously: 非常地
guiding: 引导的
cuisine: 烹调风格
thinker: 思想者
expanding: 扩张工作
preside: 统辖
petty: 琐碎的
wrestle: 摔跤
imminent: 即将来临的
underestimate: 低估
dedicated: 专注的
advent: 来到
devastate: 毁坏
navigate: 航行
vacancy: 空
undo: 解开
collaborative: 合作的
sceptical: 怀疑论的
robust: 健康的
feasible: 能实行的
madness: 疯狂
mama: 妈妈
parlor: 客厅
ecology: 生态学
northwestern: 在西北部的
deployment: 展开
fuss: 大惊小怪
accessory: 附件
accustomed: 惯常的
doorstep: 门阶
rotten: 腐烂的
recorded: 记录的
blossom: 花
smiling: 微笑的
allegiance: 忠贞
obsessed: 着迷的
ambiguous: 不明确的
spacecraft: 航天飞船
generic: 属类的
imprison: 使下狱
sew: 缝纫
marathon: 马拉松
globalization: 全球化
napoleon: 拿破仑
destine: 注定
customary: 习惯的
prestigious: 享有声望的
discomfort: 困苦
icy: 冰的
backpack: 远足用的背包
massacre: 大屠杀
ditch: 沟渠
deviation: 背离
onset: 开始
spirituality: 精神性
gateway: 门
whistle: 口哨
porter: 大楼管理员
cinnamon: 肉桂
bud: 芽
devotion: 热爱
governance: 统治
preoccupation: 抢先占据
astronomy: 天文学
escort: 护送者
insane: 患精神病的
superficial: 表面
radically: 根本地
plausible: 貌似真实的
roster: 花名册
briefing: 简报
spawn: 卵
scenery: 风景
resemblance: 相似处
mankind: 人类
grove: 小树林
boston: 波士顿
indict: 起诉
anglia: 英格兰的拉丁名称
muddy: 泥泞的
profoundly: 深深地
violently: 猛烈地
goodwill: 友好
bodily: 身体的
singing: 歌唱
thickness: 厚度
turtle: 海龟
ivory: 象牙
trio: 三重唱
hygiene: 卫生保健
leverage: 杠杆作用
consulting: 商议的
comeback: 复原
hillside: 山坡
litter: 垃圾
turmoil: 骚动
voyage: 航行
painted: 描画的
stocking: 长袜
migrate: 移动
perfection: 完美
helpless: 无助的
conquest: 战胜
randomly: 偶然
superiority: 优越
rite: 仪式
slender: 苗条的
imaginary: 想像的
orient: 东方
amenity: 便利设施
interruption: 打扰
safeguard: 保卫
organised: 有组织的
cruelty: 残酷
frenchman: 法国人
underwear: 内衣
contamination: 污染
plymouth: 普利茅斯
appropriation: 拨用
conspicuous: 显著的
shipping: 装运
hay: 干草
disappearance: 看不见
sewage: 脏水
buffer: 缓冲器
bungalow: 平房
messenger: 报信者
moan: 呻吟
artillery: 火炮
curved: 弯曲的
hitter: 打手
thunder: 雷
marsh: 沼泽
moist: 潮湿的
retention: 保持
depot: 停车场
disgusting: 令人厌恶的
mentality: 精神力
comrade: 同志
urine: 小便
contention: 争论
planting: 种植
abnormal: 反常的
tractor: 牵引器
summons: 召唤
burton: 复滑车
culminate: 到绝顶
paradox: 似非而是的论点
farmhouse: 农舍
statewide: 全州的
vase: 花瓶
bosnian: 波斯尼亚人
revolt: 叛乱
critically: 批评性地
pathway: 路径
politely: 有礼貌地
excursion: 远足
policymaker: 政策制定者
cloak: 斗蓬
hub: 毂
opposing: 对面的
stimulation: 刺激
interviewer: 会见者
insult: 侮辱
vincent: 文森特
asthma: 哮喘
kin: 亲戚
contraction: 收缩
usher: 引座员
respected: 受尊敬的
thirdly: 第三
discriminate: 区别
golfer: 打高尔夫球的人
upright: 正直的
pearl: 珍珠
factual: 事实的
brightly: 生辉地
dorset: 多塞特
proliferation: 增殖
submarine: 潜水艇
sideways: 向旁边
bloom: 花
buckingham: 白金汉郡[英国英格兰郡名]
calmly: 平静地
necklace: 项链
perimeter: 周长
blouse: 宽松的上衣
exchequer: 财政部
firing: 烧毁
proximity: 接近
shirley: 雪莉
bookshop: 书店
lettuce: 莴苣
honorary: 荣誉的
brace: 支柱
perfume: 香水
differing: 不同
consequent: 随后发生的事情
symbolize: 符号化
progressively: 进步
manifesto: 宣言
rivalry: 竞争
firearm: 火器
sermon: 说教
progression: 前进
refine: 精炼
andrews: 安德鲁斯
volatile: 挥发性的
oval: 椭圆形
mule: 骡
rigorous: 严厉的
salisbury: 索尔兹伯里市（津巴布韦
francisco: 弗朗西斯科（男子名
linebacker: 中后卫球员
synthetic: 合成物质
turf: 草皮
hurdle: 障碍
canoe: 独木舟
mason: 泥瓦匠
cape: 岬
sturdy: 强健的
broaden: 变宽
listed: 列出的
georgian: 乔治亚州人
convoy: 护送
definitive: 限定词
amused: 愉快的
glen: 峡谷
propel: 推进
chartered: 特许的
barrister: 出庭律师
parsley: 皱叶欧芹
enclosure: 附件
replicate: 折叠
pest: 令人讨厌之物
scoop: 铲子
splash: 飞溅
simpson: 辛普森
ale: 麦芽酒
overweight: 超过重量
advancement: 前进
spoken: 口头讲的
basics: 最简单但最重要的部分
dame: 夫人
nil: 无
tab: 制表
exeter: 埃克塞特
stalk: 茎
intimidate: 威胁
prohibition: 禁令
goddess: 女神
substitution: 代替
verge: 边缘
plague: 瘟疫
briton: 大不列颠人
grandson: 孙子
northumberland: 诺森伯兰郡[英国英格兰郡名]
airfield: 飞机场
admiral: 舰队司令
bipartisan: 两党连立的
artefact: 人工制品
smoker: 吸烟者
wiltshire: 威尔特郡
expire: 期满
flora: 植物群
catastrophe: 大灾难
mac: 防水胶布
coupon: 息票
withhold: 使停止
messy: 散乱的
analytical: 分析的
unpredictable: 不可预知的
derbyshire: 德比郡
diagnostic: 诊断的
pierre: 皮埃尔
stark: 僵硬的
lucrative: 有利益的
modelling: 模特儿职业
transcend: 超越
fireman: 救火队员
karl: 卡尔（男子名
dundee: 敦提[英国苏格兰东部港市]
resistant: 抵抗者
climbing: 攀缘而登的
violin: 小提琴
swan: 天鹅
expanded: 扩充的
learned: 有学问的
utilise: 利用
conversely: 相反
reopen: 重开
homosexuality: 同性恋
complementary: 补充的
jealousy: 妒忌
jenkins: 詹金斯
liar: 说谎者
talking: 说话的
southeastern: 东南方的
elicit: 引出
duchess: 公爵夫人
fascination: 令人着迷的事物
edmund: 艾德蒙
em: 媒体用毕符
madam: 女士
contender: 参赛者
dissolution: 分解
divisional: 部门的
heater: 加热器
vest: 背心
inquire: 询问
winchester: 温彻斯特
bust: 半身像
sainsbury: 塞恩斯伯里
cyclist: 骑脚踏车的人
jacob: 雅各
vibration: 振动
bolster: 支持
elevation: 海拔
vii: 罗马数字 7
loved: 热爱
pragmatic: 忙碌的
inference: 推论
casually: 偶然地
vibrant: 振动的
gerry: 格里
sensibility: 感性
frederick: 弗雷德里克
parole: 假释
backdrop: 背景幕
ecclesiastical: 教会的
campaigner: 从军者
reformer: 改革家
sulphur: 硫
poetic: 诗的
modeling: 模特儿职业
tram: 电车轨道
eruption: 爆发
interrogation: 审问
bennett: 班尼特（男子名
shooter: 射手
overlap: 重叠
scoring: 擦伤
handkerchief: 手帕
sticker: 屠夫
wayne: 韦恩
jill: 吉尔（女子名
libel: 以文字损害名誉
cultivation: 教化
evelyn: 伊夫林
foil: 箔
heave: 举
flawed: 有缺陷的
jo: 乔（女子名
fisher: 渔夫
georgia: 乔治亚州
maureen: 莫林
accountancy: 会计工作
staffing: 人员指挥
frustrated: 失意的
clap: 拍手
alec: 亚历克
uncommon: 不寻常的
bunker: 煤仓
julius: 朱利叶斯
vet: 兽医
animated: 活生生的
wendy: 温迪
deepen: 深化
salon: 大会客室
enduring: 持久的
jeff: 杰夫（男子名
radioactive: 放射性的
curb: 抑制
lending: 出借
anthropology: 人类学
bail: 保释
conquer: 克服
sociological: 社会的
nigeria: 尼日利亚
interestingly: 有趣地
mediate: 居间的
demonstrator: 论证者
dictator: 命令者
composite: 合成的
sociologist: 社会学家
unlimited: 无限的
symmetry: 对称
therapeutic: 治疗的
giggle: 吃吃地笑
inhale: 吸入
syllabus: 摘要
genetically: 创始
hastings: 黑斯廷斯
fiona: 菲奥纳
bryan: 布赖恩
siren: 女海妖
tenancy: 租用
pricing: 定价
greed: 贪欲
hiss: 嘘声
environmentally: 有关环境方面
ma: 妈
incoming: 进来的
ta: 谢谢
greg: 格雷格（男子名
jennifer: 詹尼弗
gel: 胶化体
barcelona: 巴塞罗那
weary: 疲倦的
fastest: 最快速的
shudder: 战栗
boris: 鲍里斯
lush: 苍翠繁茂的
paddy: 稻
joanna: 乔安娜
postgraduate: 大学毕业后的
mourn: 哀悼
pamela: 帕梅拉
millionaire: 百万富翁
rex: 雷克斯
arguably: 可论证地
consultative: 商议的
peru: 秘鲁
scarce: 难得的
charitable: 大慈大悲的
molly: 懦夫
hannah: 汉娜
wilkinson: 威尔金森
doug: 道格
barbecue: 烤肉
indemnity: 赔偿
pervasive: 普遍的
stella: 星状绷法
taiwan: 台湾
amy: 艾米
col: 出口
elaine: 伊莱恩
papal: 罗马教皇的
translator: 翻译者
strategist: 战略家
transcription: 抄写
borrower: 借用人
trademark: 商标
martha: 马大
displace: 移置
rosa: 蔷薇
crawford: 克劳福德
homosexual: 同性恋的
aerospace: 航天空间
multicultural: 融合或具有多种文化的
lp: 密纹唱片
icing: 糖衣
oracle: 神谕
polar: 两极的
wesley: 韦斯利
bt: 英国电信
rosie: 罗西
picasso: 毕加索
header: 收割台
bilateral: 有两边的
puppy: 小狗
angler: 钓鱼
nicola: 尼古拉
sharpe: 夏普指数
toby: 人形水罐
calory: 卡[路里]
median: 中央的
celia: 西莉亚
inaudible: 听不见的
meg: 梅格（女子名
pending: 未决定的
carolyn: 卡洛琳
dating: 记日期的
coleridge: 姓氏
coconut: 椰子
guitarist: 吉他弹奏者
chromosome: 染色体
linguistics: 语言学
croatia: 克罗地亚
void: 空虚
colon: 冒号
seafood: 海味
battered: 磨损的
spreadsheet: 空白表格程序
algorithm: 算法
granite: 花岗岩
lesion: 损害
theologian: 神学者
erode: 腐蚀
everton: 埃弗顿
intestinal: 肠的
dexter: 右侧的
hum: 嗡嗡声
ceasefire: 停火
midfield: 球场中央部分
plo: 巴勒斯坦解放组织
viewing: 可见的
ros: 只读存储器
syrup: 糖浆
travis: 崔维斯合唱团
buying: 买气
minton: 明顿
infinitive: 不定式
beverage: 饮料
novell: 美国网络产品公司名称
microsystem: 微系统
premiere: 初次公演
mimic: 模仿的
ulcerative: 形成溃疡
illegally: 非法地
oesophageal: 食道
colonic: 结肠的
coun: councillor 顾问
oppression: 压抑
ammunition: 军火
crohn: 克罗恩病
paperwork: 文书工作
theda: 西达
pierce: 刺穿
ux: 用户体验
guil: 人名
hybrid: 混血儿
worse: 更坏的事
depressing: 抑压的
beforehand: 预先
steroids: 类固醇
heated: 热的
admittedly: 公认地
prairie: 大草原
atmospheric: 大气的
suspected: 有嫌疑的
commuter: 乘公共车辆上下班者
foul: 污秽的
downwards: 向下
answering: 应答
serial: 分期连载作品
investigative: 审查的
marking: 印记
texan: 得克萨斯州的
dice: 骰子
dubious: 可疑的
pear: 梨子
boomer: 往来无定的临时工
drastic: 激烈的
surpass: 超越
unsuitable: 不适合的
reflective: 反射的
contradict: 反驳
muscular: 强壮的
subscribe: 捐献
compliment: 称赞
landfill: 垃圾堆
commute: 交换
temporal: 时间的
misunderstanding: 误会
hmo: 休克尔分子轨道法
pluck: 勇气
lunar: 阴历的
pressing: 紧迫的
discrepancy: 不符合
trained: 训练过的
patio: 屋子与花园之间的一片供晴天休息用的石砌空地
